type,section_number,section_title,text,page
section_header,6.3,Exclusiones,,19
paragraph,6.3,Exclusiones,"Quedan excluidos del alcance de suministro del VENDEDOR los siguientes items.
 Tuberías, electricidad, control, válvulas, materiales que se encuentren por fuera de los límites de batería
del PAQUETE. Para verificar los límites del PAQUETE, el PROVEEDOR debe consultar los P&ID que
hagan referencia al proyecto referidos en el numeral 3.
 Obras civiles (movimientos de tierra, cimentaciones, etc.).",19
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 14 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
 Malla puesta a tierra.
 Iluminación exterior de áreas.",20
section_header,6.4,Límites de Batería,,20
paragraph,6.4,Límites de Batería,"Se establecen los siguientes límites de suministro. El VENDEDOR deberá incluir en su propuesta cualquier
punto terminal adicional a considerar. Si no se especifica algún particular en la hoja de datos particular del
PAQUETE, los puntos terminales estarán a cero “0” metros del borde de este.",20
section_header,6.4.1,Tubería,,20
paragraph,6.4.1,Tubería,"Conexiones de entrada/salida principal y drenajes.
Se deberá entregar una facilidad de conexión principal para dosificación del químico a borde de patín del
PAQUETE de acuerdo con el tamaño, tipo de conexión y normativa aplicable que se indica en la hoja de
datos particular del PAQUETE y/o el P&ID referenciados en el numeral 3 de esta especificación. El
PROVEEDOR deberá garantizar y optimizar el número de conexiones al límite de batería del patín para
minimizar interconexiones.
El PROVEEDOR deberá incluir todos los accesorios para empalme de las conexiones con las tuberías/
tubing de suministro, quill o boquilla de inyección, válvulas, codos entre otros que sean requeridos para la
correcta interconexión del PAQUETE y la correcta dosificación de los químicos.",20
section_header,6.4.2,Electricidad,,20
paragraph,6.4.2,Electricidad,"Los límites de batería eléctricos serán a 0 metros del tablero de alimentación eléctrica (potencia) / control
del PAQUETE, teniendo en cuenta:
 Alimentación eléctrica: Regletas de bornes en el equipo o caja intermedia.
 Control e instrumentación: Regletas de bornes en el equipo o caja intermedia. Panel de terminales de
potencia.
 Puesta a tierra: Conexiones para el conexionado a la malla de puesta a tierra.",20
section_header,6.4.3,Instrumentación y Control,,20
paragraph,6.4.3,Instrumentación y Control,"Los límites de batería de instrumentación y control serán en la caja de conexionado de cada PAQUETE,
teniendo en cuenta lo siguiente",20
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 15 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
 Se deben proporcionar terminales en cajas de conexiones locales.
 Las cajas de derivación se ubicarán a nivel del suelo.",21
section_header,6.4.4,Civiles,,21
paragraph,6.4.4,Civiles,"El límite de batería del PROVEEDOR es el patín del PAQUETE
El VENDEDOR suministrará los detalles de los pernos de anclaje (instalación y suministro de estos
elementos por otros).",21
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 16 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
7. Requerimientos Técnicos",22
section_header,7.1,General,,22
paragraph,7.1,General,"El VENDEDOR es el responsable de diseñar a detalle, suministrar, fabricar, ensamblar, empacar,
despachar, realizar el control de calidad, las pruebas operativas, entregar la documentación y prestar
asistencia técnica en sitio durante la instalación, el comisionamiento, puesta en marcha y pruebas en sitio
del PAQUETE.
El VENDEDOR también es totalmente responsable de la selección y el control de calidad de todos los
materiales, incluidos los consumibles, soldaduras, pruebas, dispositivos de protección, maquinaria,
herramientas y todos los materiales y servicios necesarios para completar el suministro funcional, seguro
y confiable del PAQUETE, así estén o no indicados explícitamente en esta especificación y los demás
documentos de referencia indicados en el capítulo 3, incluso los proporcionados por SUB-VENDEDORES.
Todas las consideraciones de diseño, métodos de fabricación y pruebas del PAQUETE estarán sujetas a
revisión, comentarios y aprobación del CLIENTE.
Todas las propuestas se elaborarán y presentarán de acuerdo con esta especificación y la hoja de datos,
requisición de materiales y demás documentos de referencia indicados en el capítulo 3. El VENDEDOR
puede presentar diseños alternativos que se consideren iguales o mejores que el diseño especificado en
este documento, pero debe presentarse la propuesta base de diseño requerida por el CLIENTE como
mandatoria y en caso de alguna alternativa debe presentarse por separado incluyendo la justificación
técnica y económica detallada resaltando las ventajas fundamentales.
El VENDEDOR deberá suministrar en su oferta todas las dimensiones principales del paquete y equipos
asociados, detalles preliminares y estimados de instalación y pesos, espacios de operación y
mantenimiento, superior y lateral.
Cualquier excepción a esta especificación deberá ser explícita y claramente establecida e indicada por
escrito en una sección separada de la propuesta.
El VENDEDOR ofrecerá equipos probados y de línea de fabricación estándar. El VENDEDOR
proporcionará su experiencia similar al suministro requerido junto con detalles completos en su propuesta
para establecer la experiencia del modelo ofrecido. A menos que el CLIENTE indique lo contrario, no se
aceptan prototipos o equipos no probados que no tengan un historial operativo bien establecido de más
de dos (2) años continuos. El VENDEDOR deberá demostrar que los equipos ofrecidos son modelos
probados y con suficientes referencias de uso operativo para aplicaciones similares.",22
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 17 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
El VENDEDOR debe ser enteramente responsable de la coordinación con todos sus SUB-VENDEDORES
de los materiales y servicios provistos por estos. El VENDEDOR será el único responsable frente al
CLIENTE del cumplimiento de los requisitos especificados. La lista de SUB-VENDEDORES y el resumen
de la experiencia se proporcionarán al CLIENTE para su revisión y comentarios antes de la adjudicación
del trabajo.
En caso de cualquier discrepancia, deficiencia o falta de claridad en cualquier parte de esta especificación
o documentos referenciados en el numeral 3, el VENDEDOR deberá notificar al CLIENTE con una
propuesta alternativa o adicional y precios para cada categoría así incluida. Cualquier artículo así
identificado después de la adjudicación de la orden de compra no constituirá un cambio y no será motivo
de alteración de costos ni tiempos.
El VENDEDOR se asegurará de que los equipos y las partes seleccionadas del PAQUETE (equipos
auxiliares, tuberías, instrumentos, componentes estructurales, etc.) sean simples y seguros de operar con
alta disponibilidad, confiabilidad, mantenibilidad y buena accesibilidad.
El VENDEDOR deberá proporcionar el arreglo general del PAQUETE indicando la disposición de los
equipos, tuberías y auxiliares. La distribución y arreglo general del PAQUETE ensamblado completo
deberá garantizar un acceso fácil y seguro a los equipos para facilitar la operación, el mantenimiento y el
ajuste de los controles. Los equipos integrados en el patín deben disponerse de modo que el centro de
gravedad del PAQUETE completo coincida lo más cerca posible con el centro geométrico.
El PAQUETE se ensamblará completo con todos los accesorios, válvulas, tuberías, instrumentos, placas
y cubiertas, paneles de control local, centrales y maestros, todo el cableado y tuberías eléctricas y de
control dentro de los límites de la batería de cada patín y todos los dispositivos necesarios para una
instalación completa y un funcionamiento satisfactorio como unidad integrada. Las piezas sueltas del envío
que no puedan preensamblarse deben estar claramente identificadas y marcadas físicamente y
referenciadas en los manuales y planos de instalación.
La operación del PAQUETE será completamente automática en la medida posible.
El VENDEDOR deberá desarrollar los planos requeridos (ej P&ID) que indiquen los equipos, la
instrumentación y los controles, los dispositivos de seguridad necesarios según lo requiera el PAQUETE.
El VENDEDOR deberá suministrar todos sus componentes y equipos eléctricos asociados que cumplan
con el “Reglamento Técnico de Instalaciones Eléctricas” RETIE y suministrar toda la documentación
requerida para la certificación.",23
section_header,7.2,Procesos,,23
paragraph,7.2,Procesos,"El PAQUETE funcionará inyectando inhibidor de corrosión desde seis (6) bombas de dosificación hacía
seis (6) corrientes asociadas a la operación del nuevo compresor de gas de proceso M155-K-21150. Cada
punto de inyección cuenta con una bomba dedicada y una línea de suministro.",23
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 18 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
Figura 3. P&ID Paquete de inyección de químicos. Tomado de PUM/F-PCF-PU-PRE-55-552-2/2
Nota: se debe pedir la última versión del P&ID para este paquete.
En la parte izquierda de la Figura 3 se muestran los contenedores del inhibidor de corrosión que se acoplan
de manera discontinua en el manifold de succión. Estos contenedores hacen parte del alcance de este
PAQUETE al igual que las líneas que tendrán los acoples rápidos para la conexión del químico a los
manifold de succión de las bombas de dosificación.",24
section_header,7.2.1,Conexiones a Procesos,,24
paragraph,7.2.1,Conexiones a Procesos,"Para el PAQUETE de inyección de químicos se cuentan con dos conexiones bridadas en la entrada, una
alimentará inhibidor de corrosión para la fase liquida del proceso y la otra para fase gaseosa del proceso.
Se contarán con seis (6) salidas bridadas a los puntos de inyección establecidos. (ver PUM/F-PCF-PU-
PRE-55-552-2/2 P&ID NEW CHEMICAL PACKAGE)
CONEXIÓN DIÁMETRO DE CONEXIÓN
Salida de agua del separador de media presión V-2002 ¾”
Entrada de líquidos del separador V-2001 / Glycol still columna CT-3301 salida ¾”
gas
Salida de gas del separador de baja presión V-2003 – línea 12”-PG-21130 ¾”
Salida de gas del separador de alta presión V-2001 ¾”
Salida de gas del separador de media presión V-2002 ¾”
Bomba en spare ¾”
Tabla 3. Lista de conexiones de salida del PAQUETE.",24
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 19 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1",25
section_header,7.3,Mecánica,,25
paragraph,7.3,Mecánica,"Se requiere de un PAQUETE que realice la inyección de inhibidor de corrosión en fase gaseosa para seis
(6) puntos en diferentes ubicaciones dentro del tren dos de separación y el nuevo compresor de gas de
proceso M155-K-21150.
Las bombas no cuentan con respaldo, operarán en configuración 1+0 cada uno de los seis (6) puntos de
inyección contemplados a la fecha de emisión de este documento.",25
section_header,7.3.1,Bombas de dosificación,,25
paragraph,7.3.1,Bombas de dosificación,"El PAQUETE de inyección de químicos contará con bombas de desplazamiento positivo tipo dosificación
según API STD 675 capaces de suministrar inhibidor de corrosión en las líneas indicadas, la inyección
deberá cumplir con las condiciones del proceso (ver Tabla 4) y cada bomba debe tener la opción de regular
manualmente la longitud de los émbolos para ajustarse a las condiciones necesarias de dosis.
En la descarga de cada una de las bombas deberá ser incluido un medidor de calibración, para comprobar
los caudales de inyección de la bomba. Cada bomba estará provista de una válvula de alivio de presión
(PSV) y un transmisor de presión para generar alarma y protección por alta alta o baja presión con el fin
de proteger la bomba y la tubería a la descarga de sobrepresiones o por evento de fuga/ruptura se genere
la parada del PAQUETE.
El modelo de la bomba debe ser el mismo o similar a otras bombas producidas regularmente por el
VENDEDOR.
La precisión de la dosificación de químico deberá ser de ± 1% dentro del rango comprendido entre el 100%
‐ 10% de la capacidad nominal de la bomba (turndown ratio 10:1), según lo establecido en la API STD 675.
Las bombas deben ser diseñadas para operar continuamente 24 horas.
A continuación, se listan las condiciones establecidas para la operación de las bombas de dosificación del
PAQUETE.
Paquete de inyección de
Unidad P-5540 P-5541 P-5542 P-5543 P-5544 P-5545
inhibidor de corrosión
Capacidad mínima de
GPD 0.1 0.1 0.01 0.1 0.3 0.1
bombeo
Capacidad máxima de
GPD 2.0 1.0 0.51 1.0 3.0 2.0
bombeo
Temperatura de entrada °F 85 85 85 85 85 85",25
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 20 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
Paquete de inyección de
Unidad P-5540 P-5541 P-5542 P-5543 P-5544 P-5545
inhibidor de corrosión
Máxima presión de
psig 75 67 137 150 80 150
descarga
SP. GR. @°F / @ 60°F - 1.0 1.0 1.0 1.0 1.0 1.0
Rango de calibración ml 100 100 100 100 100 100
Tabla 4. Especificaciones técnicas de las bombas del PAQUETE de inyección de químicos.
Nota 1: Las especificaciones técnicas como el NPSH requerido, la eficiencia estimada de la bomba, el set
de presión de las PSV, la temperatura y presión de diseño deben ser confirmadas por el VENDEDOR del
PAQUETE.
Nota 2: Los valores de caudales deberán ser confirmados por el VENDEDOR validando la tecnología
disponible y los valores mínimos para asegurar una correcta dosificación del químico en la tubería de
proceso.",26
section_header,7.3.2,Tanques de Almacenamiento,,26
paragraph,7.3.2,Tanques de Almacenamiento,"Los tanques será del tipo IBC metálico con capacidad de 1325 litros (350 gal) de almacenamiento y estará
provisto mínimo de los siguientes elementos:
 Válvulas de drenaje.
 Tapa de llenado.
 Boquilla de salida con válvula (succión bomba).
 Interruptores de nivel.
 Indicador local de nivel.
Los tanques serán de acero inoxidable AISI.",26
section_header,7.3.3,Boquilla de inyección (Quill),,26
paragraph,7.3.3,Boquilla de inyección (Quill),"El PAQUETE debe suministrar las seis (6) boquillas de inyección. De igual manera el PAQUETE deberá
garantizar la conexión de la boquilla de inyección (quill) con la facilidad de que será instalada en las
tuberías de proceso.",26
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 21 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
La boquilla de inyección de químico deberá incluir un atomizador del líquido que permita el mínimo tamaño
de gota posible de tal manera que la superficie de contacto entre gas/líquido sea máxima al momento de
la inyección para optimizar la interacción química. La elección del tipo de boquilla de atomización está
abierta a la recomendación del PROVEEDOR de acuerdo con los criterios propios de fabricante. Por su
parte, el atomizador, boquilla de inyección, las válvulas de corte y cheques es responsabilidad del
proveedor del paquete y deberán estar incluidos dentro de su alcance de suministro tal como se indica
dentro del límite de batería en la hoja de datos y los diagramas de tubería e instrumentación (P&IDs)
referenciados en el capítulo 3 de esta especificación.",27
section_header,7.4,Tubería,,27
paragraph,7.4,Tubería,"El VENDEDOR deberá suministrar la tubería de interconexión y accesorios requeridos entre cada uno de
los equipos y en los límites del PAQUETE. Toda la tubería y sus componentes deberán estar conforme a
lo dispuesto en ASME B31.3 sección materiales por los documentos referenciados en el capitulo 3 de esta
especificación.
Deberán estar de acuerdo con el Piping Class del proyecto FFM/F-PIB-016 para la clase A0G1.
El mínimo diámetro nominal de la tubería debe ser de ¾”. Los tubos conductores “tubing” de acero
inoxidable deben ser usados cuando se requieren líneas de diámetro pequeño. No se debe usar tuberías
de diámetros nominales de 1¼”, 2 ½”, 3 ½”, 5” y 7”.
Se deben mantener al mínimo las conexiones roscadas y en caso de hacerse, deben ser en tuberías no
mayores a 1 ½”. Esta tubería roscada debe estar conforme al código ANSI B2.1 “Tubería Delgada
Roscada”.
Toda la tubería debe ser soportada adecuadamente para minimizar los esfuerzos por vibración.
Se cuenta con el área disponible suficiente para la instalación del PAQUETE. Sin embargo, el VENDEDOR
deberá realizar una distribución óptima y arreglo de los equipos pertenecientes al PAQUETE en el mínimo
espacio posible que se tiene, indicado en el numeral 5.7 teniendo en cuenta su experiencia y
recomendaciones para facilitar la accesibilidad a instalación, mantenimiento e inspeccion a este.
El VENDEDOR debe suministrar todas las válvulas, ciegos, figuras en ocho y accesorios al interior del
PAQUETE que considere de acuerdo con las buenas prácticas de aislamiento seguro de los equipos
componentes de este y deben ser indicadas en la propuesta.",27
section_header,7.5,Estructurales y Civiles,,27
paragraph,7.5,Estructurales y Civiles,"Todos los equipos que componen el PAQUETE deben estar montados sobre un patín estructural fabricado
en acero estructural y capaz de soportar el movimiento de este durante el izaje.",27
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 22 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
Todas las estructuras como pasarelas, escaleras, plataformas, columnas, vigas, cubierta y soportes de
estos, necesarios para el PAQUETE serán proporcionados por el VENDEDOR.
La disposición del patín del PAQUETE debe ser tal que permita el acceso para el mantenimiento y la
operación de todos los equipos. La placa base del patín debe ser adecuada para el grouting.
El diseño del patín (skid) debe seguir las recomendaciones de la (Guía de Requerimientos Ergonómicos y
de Higiene Industrial HSE-G-051), con el propósito de asegurar condiciones cómodas y seguras para la
operación.
El patín (skid) deberá ser de construcción robusta y estar diseñado para soportar todo el conjunto de
equipos y componentes del PAQUETE. Este debe estar diseñado para resistir, sin desalineación de los
equipos, las cargas térmicas o mecánicas que puedan imponerse al patín durante la instalación y el
funcionamiento normal. Este patín también debe tener un piso en lamina antideslizante con un rodapié de
tal manera que el fluido de operación se pueda recuperar y disponer adecuadamente mediante un drenaje
a borde de patín.
Ninguna parte de algún equipo, tubería, instrumentación, etc. deberá sobresalir del borde del patín del
PAQUETE.
Los planos necesarios relacionados con la disposición del PAQUETE, equipos, la disposición de las
tuberías, las huellas (incluida la información de los pernos de anclaje) y los planos de soporte, los planos
estructurales (incluidas las plataformas de acceso y las escaleras), la ubicación de los pernos de anclaje
y las placas de nivelación, etc. para el PAQUETE deberán ser proporcionados por el VENDEDOR.
El patín tendrá orejas de izaje en los puntos apropiados, las soldaduras de las orejas de izaje deben ser
100% inspeccionadas por ensayos no destructivos, también deberá contar con terminales para la conexión
a la malla a tierra, orificios para pernos de anclaje, orificios para aplicación de mortero de nivelación,
orificios para venteo, tornillos de nivelación y alineación de los equipos, un sistema de contención de
líquidos producidos en la operación, adema, se proveerá drenaje para el patín.
El VENDEDOR deberá indicar los pesos y dimensiones de los componentes y equipos del PAQUETE, el
centro de gravedad y los planos generales de este y sus complementos principales.",28
section_header,7.6,Electricidad,,28
paragraph,7.6,Electricidad,"Los equipos y componentes eléctricos que conforman el PAQUETE deberán ser entregados en su totalidad
instalados de manera adecuada, cableados, conectados y probados.
El VENDEDOR deberá entregar los diagramas unifilares, de conexionado y de control respectivos. Así
como la información de conexionado de las señales de arranque, parada, estados y selector local/remoto,
para el respectivo sistema de control.",28
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 23 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
De acuerdo con lo indicado en el artículo 5 del Reglamento Técnico de Instalaciones Eléctricas (RETIE),
en las instalaciones objeto del reglamento se debe aplicar el Sistema Internacional de Unidades (SI). La
simbología que se utilizará en los diseños estará de acuerdo con el RETIE, Artículo 6 “Simbología y
Señalización” y con lo estipulado en las normas IEC 60617 (y actualización 1082), IEC 60750, ANSI Y32
o IEEE 315, en cualquier caso, se debe especificar claramente por el diseñador la simbología a utilizar.",29
section_header,7.6.1,Tablero de Potencia,,29
paragraph,7.6.1,Tablero de Potencia,"Será parte del alcance del VENDEDOR proveer el PAQUETE con un (1) tablero principal de potencia para
la alimentación de las cargas que lo conforman (motores, equipos eléctricos, etc.). El tablero se alimentará
en 480 VAC, en el caso de requerir diferentes niveles de tensión, el VENDEDOR deberá incluir los
transformadores y/o fuentes necesarias para los niveles de tensión que se requiera. El VENDEDOR deberá
realizar todo el cableado interno requerido para la alimentación de los diferentes equipos eléctricos que
conformen el PAQUETE, incluyendo; cableado, tubería y todos los accesorios de montaje necesarios y
acordes a la clasificación de áreas del sitio. El Tablero deberá cumplir con lo indicado en el documento de
referencia: EDP-ET-335 Especificación Técnica Tableros de Baja Tensión Hasta 600V.",29
section_header,7.6.2,Interruptores,,29
paragraph,7.6.2,Interruptores,"Los interruptores serán del tipo de caja moldeada y deberán cumplir con los requerimientos generales
establecidos en la Norma NEMA AB-1 ó IEEE C37.13 ó IEC 60947-2.
Los interruptores serán monopolares, bipolares o tripolares, según lo indiquen los planos para cada tablero
y la posición de disparo estará indicada claramente por la perilla de operación.
Los interruptores bipolares o tripolares serán de disparo común y serán accionados por una sola perilla de
operación; no se permite interruptores bipolares o tripolares ensamblados con unidades monopolares.
Los interruptores serán de protección térmica y magnética, a menos que se indique lo contrario en los
requerimientos particulares.
El número de circuitos y las capacidades de corriente nominal serán las indicadas en los cuadros de cargas
o planos unifilares respectivos.
Los interruptores serán operados manualmente mediante mecanismo de disparo mecánicamente libre.
Dispondrán también de disparo automático, quedando en posición intermedia entre cerrado y abierto.
En caso de requerirse operación de los interruptores en la parte exterior del tablero, esta característica
será incluida en las observaciones de las hojas de datos particular del PAQUETE.",29
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 24 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1",30
section_header,7.6.3,Contactores,,30
paragraph,7.6.3,Contactores,"Se utilizarán contactores para sistema de control de potencia si son requeridos.
Las bobinas de los contactores deberán estar diseñadas para operación continua sin exceder los límites
de temperatura permitidos con una temperatura ambiente de 40°C.
Los contactores deberán operar correctamente con variaciones de voltaje de + 10% -15% del voltaje
nominal y frecuencia de ±5% del valor nominal (60 Hz). La capacidad de los contactores deberá ser
seleccionada según el 125 % de la potencia nominal de la carga.",30
section_header,7.6.4,Botones pulsadores,,30
paragraph,7.6.4,Botones pulsadores,"Los botones pulsadores, se suministrarán con contactos para trabajo pesado, de retorno automático a la
posición normal. Todos los botones pulsadores deberán ser adecuados para operación continua a 600V.
Cada botón pulsador será suministrado con una placa de identificación. El tamaño de los caracteres deberá
ser como mínimo 5mm.
El texto será aprobado por el CLIENTE. El VENDEDOR suministrará una propuesta de las leyendas para
cada botón pulsador.",30
section_header,7.6.5,Transformadores de Control,,30
paragraph,7.6.5,Transformadores de Control,"La capacidad de los transformadores de control deberá ser definida teniendo en cuenta el 130% de la
potencia al cierre que requiere la bobina del contactor, lámparas de indicación, relés auxiliares, fuentes y
demás dispositivos de control incorporados.
El primario de los transformadores de control estará protegido con minibreakers siempre que las corrientes
de corto circuito del circuito al que se conectan así lo permitan. En caso contrario serán aceptables fusibles
montados en base extraíble, el secundario deberá estar protegido con minibreakers.
En el lado de 120 V se deberá instalar un supresor de sobretensiones (varistor) para proteger los circuitos
de control.",30
section_header,7.6.6,Lámparas de Señalización,,30
paragraph,7.6.6,Lámparas de Señalización,"Todas las lámparas de señalización deberán ser del tipo larga vida o multiled adecuados para operación
permanente con alimentación de 120 VAC y variaciones de voltaje de ± 15 %. Los lentes y filtros de color
que suministre el VENDEDOR serán resistentes a los efectos de la iluminación permanente de la lámpara.",30
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 25 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1",31
section_header,7.6.7,Cableado y Conexionado,,31
paragraph,7.6.7,Cableado y Conexionado,"El cableado y conexionado de los equipos eléctricos estará definido dentro de los lineamientos del
documento EDP-ET-335 Especificación Técnica Tableros de Baja Tensión Hasta 600V.",31
section_header,7.6.8,Motores Eléctricos,,31
paragraph,7.6.8,Motores Eléctricos,"Se deberán especificar motores eléctricos de inducción jaula de ardilla de las bombas. Los motores
eléctricos para potencias desde 1/3 HP en adelante deben ser trifásicos y se alimentarán en baja tensión
a 480 VCA, 3F, 4H, 60 Hz.
Los motores deben ser completamente cerrados, tipo TEFC según NEMA o IP55 según IEC, cerramiento
Nema 4X, refrigerados por ventilador, para instalación en área clasificada como Clase 1, División 2, Grupo
D, incorporando materiales especiales resistentes a la corrosión, aptos para instalación a la intemperie.
Los motores para instalar en áreas clasificadas clase 1, división 2 grupo C y D deberán ser TEFC y a
prueba de explosión (XP o similar).
Todo motor estará diseñado para arranque directo sin importar la potencia o el voltaje de conexión, excepto
donde se indique lo contrario.
 Cumplimiento del estándar NEMA MG-1
 Voltaje del Motor 460 Vac para un voltaje del sistema de 480 Vac
 Factor de Servicio = 1 (según IEEE 84)
 Descarga TEFC para áreas no clasificadas y clasificación Clase I División II Áreas clasificadas Clase I
División 2, los motores serán a prueba de explosión (XP)
 Aislamiento Clase F
 Diseño de torque normal NEMA B",31
section_header,7.7,Instrumentación y Control,,31
paragraph,7.7,Instrumentación y Control,"El PAQUETE se entregará con un Panel de Control (UCP) patentado ubicado sobre un patín, que inluya
un controlador y su respectiva HMI Local.
El panel de control de la unidad (UCP) encenderá/apagará el equipo y deberá garantizar el control continuo
de inyección de químico.
El DCS de la planta monitoreará el PAQUETE a través de señales cableadas en duro y por comunicaciones
usando el protocolo Modbus TCP/IP.
El Proveedor deberá instalar en el panel de control local de la unidad",31
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 26 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
n conversor de Fibra optica (FO tipo Multimodo, para comunicación Modbus Ethernet TCP/IP- para
conexión a puerto 1000 Mbit/s with LC connector) para la comunicación hacia el DCS de planta con el fin
de monitorear remotamente las variables y alarmas del proceso.
Las siguientes son las señales cableadas en duro requeridas entre el sistema de control del paquete y los
controladores DCS/SIS de la planta:
M156-XLR-5540 – Señal de ""runing"" de bomba P-5540 a DCS (Contacto seco)
M156-XLR-5541 – Señal de ""runing"" de bomba P-5541 a DCS (Contacto seco)
M156-XLR-5542 – Señal de ""runing"" de bomba P-5542 a DCS (Contacto seco)
M156-XLR-5543 – Señal de ""runing"" de bomba P-5543 a DCS (Contacto seco)
M156-XLR-5544 – Señal de ""runing"" de bomba P-5544 a DCS (Contacto seco)
M158-XSE-5540 – Señal de apagado desde SIS interlock 3TA(Contacto Seco)
M158-XSE-5541 – Señal de apagado desde SIS interlock 3TB(Contacto Seco)
M158-XSE-5542 – Señal de apagado desde SIS interlock 3TC(Contacto Seco)
El PAQUETE debe disponer de interruptores para arrancar o parar las bombas. También deben incluir
interruptores para posición local o remota de las bombas y alarmas que indican la posición en que se
encuentra cada bomba.
El VENDEDOR debe entregar las válvulas de seguridad (PSV), indicadores de presión (PI), medidores de
nivel (LG), medidores de flujo (FI), protección por alta alta presión panel de control, señal de estatus,
parada por interlock, tubing, tubería y demás accesorios necesarios asociados al PAQUETE.
La instrumentación y actuadores deben ser suministrados completamente instalados y conectados, con
todos los accesorios requeridos para la conexión a proceso tales como tubing y conectores, soportes y
accesorios de montaje y todos los accesorios necesarios para la conexión eléctrica tales como cables de
instrumentación, conduits, accesorios y cajas de conexionado.
Las cajas de conexionado deberán ser suministradas precableadas con los cables de instrumentación
desde los instrumentos y actuadores hasta las cajas, segregados por tipo de señal y ubicación.",32
paragraph,,,"PROJECT CONTRACTOR
FFM/F-S-ME-015 20/11/2023
DOCUMENT TITLE Page 27 / 43
Especificación Técnica Paquete de Inyección de Químicos
Rev. 1
El VENDEDOR deberá suministrar las hojas de datos de todos los instrumentos en formatos basados en
estándar ISA o a menos que se acuerde otro entre el CLIENTE y el VENDEDOR.
La simbología e identificación de instrumentos será de acuerdo con la última revisión del estándar ISA 5.1
""Instrumentation Symbols and Identification"".
Los instrumentos del PAQUETE deben cumplir con el documento EDP-P-013: LISTADO DE MARCAS
HOMOLOGADAS PROCEDIMIENTO DE HOMOLOGACIÓN DE MARCAS del CLIENTE.",33
section_header,7.7.1,Indicadores de Presión,,33
