type,section_number,section_title,text,page
paragraph,5.4,REQUERIMIENTOS DE INSTRUMENTACIÓN Y CONTROL,"• FFM/F-S-ME-015 Especificación Técnica Paquete de Inyección de químicos
M156CIP-5503
• FFM/F-MEX-033 Hoja de datos Paquete de Inyección de químicos M156CIP-
5503",14
section_header,5.5,REQUERIMIENTOS ESTRUCTURALES Y CIVILES,,14
paragraph,5.5,REQUERIMIENTOS ESTRUCTURALES Y CIVILES,"Todos los requerimientos civiles y estructurales del PAQUETE se consignan en las especificaciones que
acompañan esta requisición:
• FFM/F-S-ME-015 Especificación Técnica Paquete de Inyección de químicos
M156CIP-5503",14
section_header,5.6,OTROS REQUERIMIENTOS,,14
paragraph,5.6,OTROS REQUERIMIENTOS,N/A.,14
section_header,5.7,EXTENSIÓN PRE-ENSAMBLE,,14
paragraph,5.7,EXTENSIÓN PRE-ENSAMBLE,"Todos los elementos componentes del PAQUETE deben estar montados sobre un patín estructural
común. Los límites de batería del PAQUETE comprenden (inclusive):
- Brida de salida de la bomba después del indicador de presión según se indica en el P&ID
EDP-F-046 – 20/11/2017 V-1 14/20",14
paragraph,,,"MAYORES
Versión: 1
EDP-F-046 20/11/2017
INGENIERÍA DETALLE ACONDICIONAMIENTO
MR #: FFM/F-MEQ-013 REV: 0
ESTRATEGICO CUPIAGUA
Documento:
Requisición de materiales
Especialidad Mecánica FECHA: 01-11-2023
Paquete de Inyección de
Químicos
- Manifold de succión
- Caja de conexión (JB) de potencia, suministrada por el PROVEEDOR.
- Caja de conexión, tablero de control.
- Punto de entrega de drenajes del PAQUETE, incluyendo válvula.
- Agujeros para pernos de anclaje del patín.
- Orejas de puesta a tierra del patín.
- Bloque de terminales dentro del panel de control (WHCP) local con prensa cables.",15
section_header,5.8,REQUERIMIENTOS DE PRE Y COMISIONAMIENTO,,15
paragraph,5.8,REQUERIMIENTOS DE PRE Y COMISIONAMIENTO,"El PROVEEDOR deberá incluir en la oferta, en un ítem aparte la asistencia técnica durante el pre
comisionamiento, comisionamiento y puesta en marcha.
Los requerimientos mínimos de certificación a tener en cuenta en las etapas de precomisionamiento y
comisionamiento serán los estipulados en la normativa y estándares del CLIENTE aplicables, y las
recomendaciones suministradas por el PROVEEDOR. El PROVEEDOR debe presentar para aprobación del
CLIENTE las listas de chequeo para las actividades de precomisionamiento y comisionamiento del
PAQUETE.
El PROVEEDOR deberá suministrar los consumibles requeridos para el pre y comisionamiento del
equipo, que deben estar incluidos en el juego de repuestos y consumibles para arranque del PAQUETE.
6. PRESERVACIÓN, EMPAQUE, MARQUILLADO, IZAJE Y TRANSPORTE
El PROVEEDOR es responsable del empaque del PAQUETE y los materiales suministrados. El
PROVEEDOR debe incluir en su oferta el transporte al SITIO.
El PAQUETE y sus componentes deben ser limpiados previamente a su despacho y ser preparados y
empacados para su conservación a la intemperie en ambiente tropical por un mínimo de doce meses.
Todas las superficies externas deben recubrirse adecuadamente y todas las bridas/boquillas abiertas
deben estar tapadas.
Otros requerimientos para la preservación, empaque, marquillado, izaje y transporte del PAQUETE
están descritos en la especificación técnica particular de este N° FFM/F-S-ME-015.
7. REQUERIMIENTOS DE QA E INSPECCIÓN",15
section_header,7.1,SISTEMA DE ADMINISTRACIÓN DE LA CALIDAD (QMS),,15
paragraph,7.1,SISTEMA DE ADMINISTRACIÓN DE LA CALIDAD (QMS),EDP-F-046 – 20/11/2017 V-1 15/20,15
paragraph,,,"MAYORES
Versión: 1
EDP-F-046 20/11/2017
INGENIERÍA DETALLE ACONDICIONAMIENTO
MR #: FFM/F-MEQ-013 REV: 0
ESTRATEGICO CUPIAGUA
Documento:
Requisición de materiales
Especialidad Mecánica FECHA: 01-11-2023
Paquete de Inyección de
Químicos
El PROVEEDOR debe cumplir con los lineamientos del documento EDP-ET-001-i TECHNICAL
SPECIFICATION OF MINIMUM QUALITY REQUIREMENTS FOR EQUIPMENT AND MATERIAL
PROCUREMENT.
El dossier de fabricación del PAQUETE debe ser enviado al CLIENTE de acuerdo con el documento “ECP-
VIN-G-GEN-GT-003 – GUIA PARA LA PREPARACIÓN DEL DOSSIER DE MANUFACTURA Y CONTROL DE
CALIDAD”
Otros requerimientos de Calidad están descritos en la especificación técnica anexa particular del
PAQUETE N° FFM/F-S-ME-015.",16
section_header,7.2,NIVEL DE CRITICIDAD Y NIVEL DE INSPECCIÓN,,16
paragraph,7.2,NIVEL DE CRITICIDAD Y NIVEL DE INSPECCIÓN,"El PAQUETE es NO CRÍTICO por seguridad de proceso. Se requiere nivel de inspección 3, de acuerdo
con el documento EDP-G-010 Guía Niveles de Inspección.
ITEM CLASE DESCRIPCIÓN NIVEL INSPECCIÓN NIVEL INSPECCIÓN
EN BODEGA EN FÁBRICA
166 25 Paquete de Inyección de Químicos N/A 3",16
section_header,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR",,16
paragraph,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR","El CLIENTE tendrá el derecho de revisar en cualquier momento y lugar, durante la ingeniería,
fabricación, ensamble y proceso de pruebas del PAQUETE y verificar todos los requerimientos de las
especificaciones y documentos relacionados, incluyendo subcontratistas del PROVEEDOR.
El PROVEEDOR deberá presentar al CLIENTE su plan de inspección y pruebas (siglas en ingles ITP),
teniendo en cuenta incorporar los ítems del plan de inspección de prueba propuesto para fines de
guía y referencia del PAQUETE.
Los certificados de las pruebas e inspecciones formarán parte del dossier del PAQUETE. La aprobación
de las pruebas e inspecciones no exime al PROVEEDOR del cumplimiento de las garantías exigidas para
la calidad del PAQUETE y sus componentes, ni del cumplimiento de las condiciones de operación y
desempeño del PAQUETE.
8. REQUERIMIENTOS EN SALUD, SEGURIDAD Y MEDIO AMBIENTE (HSE)
EDP-F-046 – 20/11/2017 V-1 16/20",16
paragraph,,,"MAYORES
Versión: 1
EDP-F-046 20/11/2017
INGENIERÍA DETALLE ACONDICIONAMIENTO
MR #: FFM/F-MEQ-013 REV: 0
ESTRATEGICO CUPIAGUA
Documento:
Requisición de materiales
Especialidad Mecánica FECHA: 01-11-2023
Paquete de Inyección de
Químicos
Durante el desarrollo de los trabajos de instalación del PAQUETE y cada uno de sus componentes
considerados dentro del alcance de este proyecto, el PROVEEDOR deberá cumplir con todas las normas
de seguridad implementadas por el CLIENTE en el sitio.
Es responsabilidad del PROVEEDOR informar al CLIENTE, el inicio de cada una de las actividades y
tomar las precauciones del caso de manera que el trabajo se ejecute en forma segura tanto para el
personal que lo ejecuta, como para las instalaciones del CLIENTE.
El PROVEEDOR tendrá autonomía técnica y directiva para la ejecución del alcance de suministro, sin
embargo, deberá seguir los procedimientos y la especificación técnica elaborada para el PAQUETE.
Es responsabilidad del PROVEEDOR el suministro de los equipos y accesorios requeridos para que el
PAQUETE funcione correctamente, así como las herramientas y el personal necesario para la ejecución
de los trabajos de montaje, pruebas y puesta en servicio del PAQUETE.
El oferente debe seguir y aplicar todas las normas de higiene, seguridad industrial y protección
Ambiental, inherentes a este tipo de trabajo, de acuerdo con los procedimientos normalizados por el
CLIENTE.
Todo el personal del PROVEEDOR debe tener en todo momento cualquier otro elemento de protección
personal para ejecutar cualquier labor en el SITIO.
Cuando deban realizarse trabajos dentro de las instalaciones del CLIENTE, todos los trabajadores del
PROVEEDOR deben portar el carné que los identifique con la debida autorización del CLIENTE.
El PROVEEDOR deberá asegurar que los productos y procedimientos utilizados en la realización de los
trabajos no alteran, ni contaminan, ni perjudican el medio ambiente.
9. GARANTÍAS TÉCNICAS
El VENDEDOR debe garantizar el PAQUETE, sus componentes e instrumentación asociada contra
cualquier defecto de fabricación y/o desempeño, válida por dos (2) años contados a partir de la fecha
de puesta en funcionamiento y recibo a satisfacción de los mismos por parte del CLIENTE. Durante este
período la garantía debe cubrir la reparación o reemplazo de los componentes de hardware y/o
software defectuosos por parte del VENDEDOR incluyendo todas las labores, equipos, transporte y
demás costos generados y requeridos para llevar a cabo dicha reparación y/o reemplazo.
Todos los requerimientos de garantías técnicas del PAQUETE y el suministro de los componentes
requeridos se consignan en la especificación que acompaña esta requisición de materiales:
EDP-F-046 – 20/11/2017 V-1 17/20",17
paragraph,,,"MAYORES
Versión: 1
EDP-F-046 20/11/2017
INGENIERÍA DETALLE ACONDICIONAMIENTO
MR #: FFM/F-MEQ-013 REV: 0
ESTRATEGICO CUPIAGUA
Documento:
Requisición de materiales
Especialidad Mecánica FECHA: 01-11-2023
Paquete de Inyección de
Químicos
• FFM/F-S-ME-015 Especificación Técnica Paquete de Inyección de químicos M156CIP-
5503
10. ANEXOS",18
section_header,10.1,LISTA DEL ALCANCE,,18
paragraph,10.1,LISTA DEL ALCANCE,"Código de
Ítem Cantidad Unidad TAG Descripción Catálogo
ECOPETROL
1. Paquete de inyección de químicos
Planeación y programación de fabricación, diseño,
suministro de partes y materiales, fabricación en
taller, pruebas, inspección, pintura, control y
aseguramiento de calidad, entrega de
documentación técnica y certificados, embalaje,
almacenamiento y envío, partes de repuesto para
la instalación, garantías y demás incluido e
indicado en esta requisición y los documentos
anexos.
El PAQUETE de Inyección de químicos incluye
M156CIP- como mínimo:
5503",18
section_header,1.1,(1) UN,,18
paragraph,1.1,(1) UN,"- Cuatro (4) bombas de inyección de químicos
API STD 675, cada una con motor eléctrico
acoplado.
- Uno (1) tanque IBC bulkdrum en acero
inoxidable.
- Tablero de control
- Monitor de control remoto
- Válvulas de seguridad
- Instrumentación
- Tubería, válvulas y accesorios de tubería y
soportes al interior del PAQUETE
- Conexionado de tubería, eléctrico y de control,
incluyendo Conduit.
EDP-F-046 – 20/11/2017 V-1 18/20",18
paragraph,,,"MAYORES
Versión: 1
EDP-F-046 20/11/2017
INGENIERÍA DETALLE ACONDICIONAMIENTO
MR #: FFM/F-MEQ-013 REV: 0
ESTRATEGICO CUPIAGUA
Documento:
Requisición de materiales
Especialidad Mecánica FECHA: 01-11-2023
Paquete de Inyección de
Químicos
Código de
Ítem Cantidad Unidad TAG Descripción Catálogo
ECOPETROL
- Etiqueta metálica del equipo eléctrico de
acuerdo con RETIE
- Bases y soportes para cada componente del
PAQUETE.
- Base estructural común (skid) con techo.
- Cabina de insonorización y/o silenciadores (si
se requiere)
- Inspección y pruebas
- Tratamiento de superficies y pintura.
- Boquillas (QUILL) para dosificación de químicos,
incluye accesorios de acuerdo con típico y hoja
de datos N° FFM/F-MEX-033.
Documentación técnica del PAQUETE según lo",19
section_header,1.2,1 GL --,,19
paragraph,1.2,1 GL --,"indicado en la sección 4.4.
Listado de herramientas especiales para el",19
section_header,1.3,1 GL ---,,19
paragraph,1.3,1 GL ---,"montaje y puesta en marcha.
Partes y consumibles para la instalación, pre-",19
section_header,1.4,"1 GL --- comisionamiento, comisionamiento y puesta en",,19
paragraph,1.4,"1 GL --- comisionamiento, comisionamiento y puesta en","marcha, con listado incluyendo precios. (2)
Lista de partes de repuesto para dos (2) años de",19
section_header,1.5,1 GL ---,,19
paragraph,1.5,1 GL ---,"operación, incluyendo precios. (1)
Asistencia en la instalación y puesta en marcha",19
section_header,1.6,1 Día --- (pre-comisionamiento y comisionamiento). Cotizar,,19
paragraph,1.6,1 Día --- (pre-comisionamiento y comisionamiento). Cotizar,"por aparte, por unidad de tiempo.
Notas:
(1) Lista de precios individual de repuestos como opcional, el CLIENTE definirá si están o no incluidos en la orden de compra.
(2) El PROVEEDOR deberá presentar una lista de piezas sueltas sin costo donde identifique el número de parte con una descripción e
identificación clara en el plano del equipo. El CLIENTE podría solicitar una lista con los precios, si es necesario.",19
section_header,10.2,ESTÁNDARES DE REFERENCIA,,19
paragraph,10.2,ESTÁNDARES DE REFERENCIA,EDP-F-046 – 20/11/2017 V-1 19/20,19
paragraph,,,"MAYORES
Versión: 1
EDP-F-046 20/11/2017
INGENIERÍA DETALLE ACONDICIONAMIENTO
MR #: FFM/F-MEQ-013 REV: 0
ESTRATEGICO CUPIAGUA
Documento:
Requisición de materiales
Especialidad Mecánica FECHA: 01-11-2023
Paquete de Inyección de
Químicos
Ítem Código REV Nombre
1 EDP-P-013-2 11 LISTADO DE MARCAS HOMOLOGADAS
2 EDP-F-077 2 FORMATO DE SOLICITUD TÉCNICAS
GUÍA PARA LA PREPARACIÓN DEL DOSSIER DE
3 ECP-VIN-G-GEN-GT-003 1
MANUFACTURA Y CONTROL DE CALIDAD
4 RETIE - REGLAMENTO TÉCNICO DE INSTALACIONES ELÉCTRICAS",20
section_header,10.3,DOCUMENTOS DE REFERENCIA,,20
paragraph,10.3,DOCUMENTOS DE REFERENCIA,"Ítem Código REV Nombre LINK
FFD/F-PCF-MP- FFD/F-PCF-MP-
1 PIL-10-822-1/1 6 Plot Plan PIL-10-822-1/1
REV P
FFM/F-PIB-007
2 FFM/F-PIB-007 2 Piping Class
REV 0
Especificación Técnica Paquete de Inyección FFM/F-S-ME-015
3 FFM/F-S-ME-015 0
de químicos REV A1
Hoja de Datos Paquete de Inyección de FFM/F-MEX-033
4 FFM/F-MEX-033 0
Químicos REV A1
FFD/F-PCF-US-
FFD/F-PCF-US- Piping and Instrumentation diagram New
5 0 PRE-55-552-2/2
PRE-55-552-2/2 Chemical Packages
REV A1
FFM/F-PCF-GN-
FFM/F-PCF-GN-ELF-
6 P Planimetría de clasificación de áreas ELF-00-001-2/4
00-001-2/4
REV P
* La versión de los documentos aquí indicados es la disponible en el momento de la emisión de esta
requisición de materiales en la versión que se evidencia. El PROVEEDOR deberá verificar que se realizó
el envío de estos documentos en su última versión con ECOPETROL, la omisión de este requerimiento
no exime al PROVEEDOR de la responsabilidad de cumplir con el alcance de suministro requerida en
este documento y cualquier adicional que se disponga en las últimas versiones.
EDP-F-046 – 20/11/2017 V-1 20/20",20
