doc_id,doc_type,file_name,_page,_table_idx,_row,table_uid,section_number_near,section_title_near,caption_near,table_order_in_page,c1,c2,c3,c4,c5,c6,c7,c8,c9,c10,c11,c12,c13,c14,c15,c16,c17,c18,c19,c20,c21,c22,c23,c24,c25,c26,c27,c28,c29,c30,c31,c32,c33,c34,c35,c36,c37,c38,c39,c40,c41,c42,c43,c44,c45,c46,c47,c48,c49,c50
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,16,1,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p016::t01,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR",,1,,"FORMATO REQUISICIÓN DE MATERIALES COMPRAS
MAYORES
Paquete de Inyección de Químicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,16,1,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p016::t01,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR",,2,,"ECOPETROL DESARROLLO DE PROYECTO
VICEPRESIDENCIA DE INGENIERÍA Y PROYECTOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,16,1,3,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p016::t01,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR",,3,,"CÓDIGO
EDP-F-046","Elaborado
20/11/2017",Versión: 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,16,2,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p016::t02,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR",,4,MR #: FFM/F-MEQ-013,"INGENIERÍA DETALLE ACONDICIONAMIENTO
ESTRATEGICO CUPIAGUA",REV: 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,16,2,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p016::t02,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR",,5,"Documento:
Requisición de materiales
Paquete de Inyección de
Químicos",Especialidad Mecánica,FECHA: 01-11-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,16,3,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p016::t03,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR",,6,ITEM,CLASE,DESCRIPCIÓN,"NIVEL INSPECCIÓN
EN BODEGA","NIVEL INSPECCIÓN
EN FÁBRICA",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,16,3,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p016::t03,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR",,7,166,25,Paquete de Inyección de Químicos,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,17,1,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p017::t01,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR",,1,,"FORMATO REQUISICIÓN DE MATERIALES COMPRAS
MAYORES
Paquete de Inyección de Químicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,17,1,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p017::t01,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR",,2,,"ECOPETROL DESARROLLO DE PROYECTO
VICEPRESIDENCIA DE INGENIERÍA Y PROYECTOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,17,1,3,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p017::t01,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR",,3,,"CÓDIGO
EDP-F-046","Elaborado
20/11/2017",Versión: 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,17,2,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p017::t02,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR",,4,MR #: FFM/F-MEQ-013,"INGENIERÍA DETALLE ACONDICIONAMIENTO
ESTRATEGICO CUPIAGUA",REV: 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,17,2,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p017::t02,7.3,"PLAN DE INSPECCIÓN Y ENSAYOS (ITP), FIR",,5,"Documento:
Requisición de materiales
Paquete de Inyección de
Químicos",Especialidad Mecánica,FECHA: 01-11-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,18,1,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p018::t01,1.1,(1) UN,,1,,"FORMATO REQUISICIÓN DE MATERIALES COMPRAS
MAYORES
Paquete de Inyección de Químicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,18,1,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p018::t01,1.1,(1) UN,,2,,"ECOPETROL DESARROLLO DE PROYECTO
VICEPRESIDENCIA DE INGENIERÍA Y PROYECTOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,18,1,3,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p018::t01,1.1,(1) UN,,3,,"CÓDIGO
EDP-F-046","Elaborado
20/11/2017",Versión: 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,18,2,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p018::t02,1.1,(1) UN,,4,MR #: FFM/F-MEQ-013,"INGENIERÍA DETALLE ACONDICIONAMIENTO
ESTRATEGICO CUPIAGUA",REV: 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,18,2,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p018::t02,1.1,(1) UN,,5,"Documento:
Requisición de materiales
Paquete de Inyección de
Químicos",Especialidad Mecánica,FECHA: 01-11-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,18,3,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p018::t03,1.1,(1) UN,,6,Ítem,Cantidad,Unidad,TAG,Descripción,"Código de
Catálogo
ECOPETROL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,18,3,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p018::t03,1.1,(1) UN,,7,1. Paquete de inyección de químicos,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,18,3,3,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p018::t03,1.1,(1) UN,,8,1.1,(1),UN,"M156CIP-
5503","Planeación y programación de fabricación, diseño,
suministro de partes y materiales, fabricación en
taller, pruebas, inspección, pintura, control y
aseguramiento de calidad, entrega de
documentación técnica y certificados, embalaje,
almacenamiento y envío, partes de repuesto para
la instalación, garantías y demás incluido e
indicado en esta requisición y los documentos
anexos.
El PAQUETE de Inyección de químicos incluye
como mínimo:
- Cuatro (4) bombas de inyección de químicos
API STD 675, cada una con motor eléctrico
acoplado.
- Uno (1) tanque IBC bulkdrum en acero
inoxidable.
- Tablero de control
- Monitor de control remoto
- Válvulas de seguridad
- Instrumentación
- Tubería, válvulas y accesorios de tubería y
soportes al interior del PAQUETE
- Conexionado de tubería, eléctrico y de control,
incluyendo Conduit.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,19,1,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p019::t01,10.2,ESTÁNDARES DE REFERENCIA,,1,,"FORMATO REQUISICIÓN DE MATERIALES COMPRAS
MAYORES
Paquete de Inyección de Químicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,19,1,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p019::t01,10.2,ESTÁNDARES DE REFERENCIA,,2,,"ECOPETROL DESARROLLO DE PROYECTO
VICEPRESIDENCIA DE INGENIERÍA Y PROYECTOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,19,1,3,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p019::t01,10.2,ESTÁNDARES DE REFERENCIA,,3,,"CÓDIGO
EDP-F-046","Elaborado
20/11/2017",Versión: 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,19,2,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p019::t02,10.2,ESTÁNDARES DE REFERENCIA,,4,MR #: FFM/F-MEQ-013,"INGENIERÍA DETALLE ACONDICIONAMIENTO
ESTRATEGICO CUPIAGUA",REV: 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,19,2,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p019::t02,10.2,ESTÁNDARES DE REFERENCIA,,5,"Documento:
Requisición de materiales
Paquete de Inyección de
Químicos",Especialidad Mecánica,FECHA: 01-11-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,19,3,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p019::t03,10.2,ESTÁNDARES DE REFERENCIA,,6,Ítem,Cantidad,Unidad,TAG,Descripción,"Código de
Catálogo
ECOPETROL",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,19,3,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p019::t03,10.2,ESTÁNDARES DE REFERENCIA,,7,,,,,"- Etiqueta metálica del equipo eléctrico de
acuerdo con RETIE
- Bases y soportes para cada componente del
PAQUETE.
- Base estructural común (skid) con techo.
- Cabina de insonorización y/o silenciadores (si
se requiere)
- Inspección y pruebas
- Tratamiento de superficies y pintura.
- Boquillas (QUILL) para dosificación de químicos,
incluye accesorios de acuerdo con típico y hoja
de datos N° FFM/F-MEX-033.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,19,3,3,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p019::t03,10.2,ESTÁNDARES DE REFERENCIA,,8,1.2,1,GL,--,"Documentación técnica del PAQUETE según lo
indicado en la sección 4.4.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,19,3,4,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p019::t03,10.2,ESTÁNDARES DE REFERENCIA,,9,1.3,1,GL,---,"Listado de herramientas especiales para el
montaje y puesta en marcha.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,19,3,5,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p019::t03,10.2,ESTÁNDARES DE REFERENCIA,,10,1.4,1,GL,---,"Partes y consumibles para la instalación, pre-
comisionamiento, comisionamiento y puesta en
marcha, con listado incluyendo precios. (2)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,19,3,6,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p019::t03,10.2,ESTÁNDARES DE REFERENCIA,,11,1.5,1,GL,---,"Lista de partes de repuesto para dos (2) años de
operación, incluyendo precios. (1)",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,19,3,7,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p019::t03,10.2,ESTÁNDARES DE REFERENCIA,,12,1.6,1,Día,---,"Asistencia en la instalación y puesta en marcha
(pre-comisionamiento y comisionamiento). Cotizar
por aparte, por unidad de tiempo.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,19,3,8,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p019::t03,10.2,ESTÁNDARES DE REFERENCIA,,13,"Notas:
(1) Lista de precios individual de repuestos como opcional, el CLIENTE definirá si están o no incluidos en la orden de compra.
(2) El PROVEEDOR deberá presentar una lista de piezas sueltas sin costo donde identifique el número de parte con una descripción e
identificación clara en el plano del equipo. El CLIENTE podría solicitar una lista con los precios, si es necesario.",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,1,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t01,10.3,DOCUMENTOS DE REFERENCIA,,1,,"FORMATO REQUISICIÓN DE MATERIALES COMPRAS
MAYORES
Paquete de Inyección de Químicos",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,1,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t01,10.3,DOCUMENTOS DE REFERENCIA,,2,,"ECOPETROL DESARROLLO DE PROYECTO
VICEPRESIDENCIA DE INGENIERÍA Y PROYECTOS",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,1,3,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t01,10.3,DOCUMENTOS DE REFERENCIA,,3,,"CÓDIGO
EDP-F-046","Elaborado
20/11/2017",Versión: 1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,2,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t02,10.3,DOCUMENTOS DE REFERENCIA,,4,MR #: FFM/F-MEQ-013,"INGENIERÍA DETALLE ACONDICIONAMIENTO
ESTRATEGICO CUPIAGUA",REV: 0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,2,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t02,10.3,DOCUMENTOS DE REFERENCIA,,5,"Documento:
Requisición de materiales
Paquete de Inyección de
Químicos",Especialidad Mecánica,FECHA: 01-11-2023,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,3,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t03,10.3,DOCUMENTOS DE REFERENCIA,,6,Ítem,Código,REV,Nombre,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,3,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t03,10.3,DOCUMENTOS DE REFERENCIA,,7,1,EDP-P-013-2,11,LISTADO DE MARCAS HOMOLOGADAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,3,3,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t03,10.3,DOCUMENTOS DE REFERENCIA,,8,2,EDP-F-077,2,FORMATO DE SOLICITUD TÉCNICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,3,4,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t03,10.3,DOCUMENTOS DE REFERENCIA,,9,3,ECP-VIN-G-GEN-GT-003,1,"GUÍA PARA LA PREPARACIÓN DEL DOSSIER DE
MANUFACTURA Y CONTROL DE CALIDAD",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,3,5,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t03,10.3,DOCUMENTOS DE REFERENCIA,,10,4,RETIE,-,REGLAMENTO TÉCNICO DE INSTALACIONES ELÉCTRICAS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,4,1,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t04,10.3,DOCUMENTOS DE REFERENCIA,,11,Ítem,Código,REV,Nombre,LINK,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,4,2,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t04,10.3,DOCUMENTOS DE REFERENCIA,,12,1,"FFD/F-PCF-MP-
PIL-10-822-1/1",6,Plot Plan,"FFD/F-PCF-MP-
PIL-10-822-1/1
REV P",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,4,3,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t04,10.3,DOCUMENTOS DE REFERENCIA,,13,2,FFM/F-PIB-007,2,Piping Class,"FFM/F-PIB-007
REV 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,4,4,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t04,10.3,DOCUMENTOS DE REFERENCIA,,14,3,FFM/F-S-ME-015,0,"Especificación Técnica Paquete de Inyección
de químicos","FFM/F-S-ME-015
REV A1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,4,5,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t04,10.3,DOCUMENTOS DE REFERENCIA,,15,4,FFM/F-MEX-033,0,"Hoja de Datos Paquete de Inyección de
Químicos","FFM/F-MEX-033
REV A1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,4,6,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t04,10.3,DOCUMENTOS DE REFERENCIA,,16,5,"FFD/F-PCF-US-
PRE-55-552-2/2",0,"Piping and Instrumentation diagram New
Chemical Packages","FFD/F-PCF-US-
PRE-55-552-2/2
REV A1",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS),MR,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS).pdf,20,4,7,FFMFMEQ013.0 (MR PAQUETE DE INYECCION DE QUIMICOS)::p020::t04,10.3,DOCUMENTOS DE REFERENCIA,,17,6,"FFM/F-PCF-GN-ELF-
00-001-2/4",P,Planimetría de clasificación de áreas,"FFM/F-PCF-GN-
ELF-00-001-2/4
REV P",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS),HD,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS).pdf,1,1,1,FFMFMEX033.1 (HD PAQUETE DE INYECCION DE QUIMICOS)::p001::t01,,,,1,CLIENT,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
